employee_id,survey_date,satisfaction_score,engagement_index,manager_effectiveness,enps,comments
479,2024-10-01,8,6,6,-19,Engagement is steady; increase participation in reviews and retros.
479,2025-10-01,6,9,8,70,Reliable contributor with solid results and good collaboration.
480,2020-10-01,6,6,7,41,Meets most expectations; focus on prioritization and follow‑through.
480,2021-10-01,9,6,8,22,Reliable contributor with solid results and good collaboration.
480,2022-10-01,9,6,7,-13,Good performance with growing influence across the team.
480,2023-10-01,8,9,6,-18,Quality of work is strong; continue building cross‑functional partnerships.
480,2024-10-01,6,5,8,-7,Engagement is steady; increase participation in reviews and retros.
480,2025-10-01,9,6,6,8,Good performance with growing influence across the team.
481,2022-10-01,6,6,9,29,Quality of work is strong; continue building cross‑functional partnerships.
481,2023-10-01,7,7,8,8,Quality of work is strong; continue building cross‑functional partnerships.
481,2024-10-01,9,5,9,1,Quality of work is strong; continue building cross‑functional partnerships.
481,2025-08-27,5,5,6,45,Improve consistency and proactively flag risks earlier.
482,2021-10-01,6,6,6,16,Engagement is steady; increase participation in reviews and retros.
482,2022-10-01,8,5,8,-5,Shows steady progress and communicates effectively with stakeholders.
482,2023-10-01,8,5,6,57,Solid foundation—set clearer milestones to improve predictability.
482,2024-10-01,7,6,9,47,Positive attitude and dependable delivery on commitments.
482,2025-10-01,8,9,7,66,Good performance with growing influence across the team.
483,2021-10-01,9,6,8,59,Reliable contributor with solid results and good collaboration.
483,2022-10-01,8,7,6,14,Quality of work is strong; continue building cross‑functional partnerships.
483,2023-10-01,9,7,8,-11,Shows steady progress and communicates effectively with stakeholders.
483,2024-10-01,6,6,7,20,Solid foundation—set clearer milestones to improve predictability.
483,2025-10-01,7,8,9,41,Good performance with growing influence across the team.
484,2020-10-01,6,5,9,15,Meets most expectations; focus on prioritization and follow‑through.
484,2021-10-01,7,5,8,-4,Engagement is steady; increase participation in reviews and retros.
484,2022-10-01,7,8,8,20,Reliable contributor with solid results and good collaboration.
484,2023-10-01,9,8,9,68,Highly engaged; drives initiatives and mentors peers effectively.
484,2024-12-07,10,6,10,7,Demonstrates exceptional ownership and delivers high‑quality work.
484,2025-10-01,9,9,8,-3,Demonstrates exceptional ownership and delivers high‑quality work.
485,2021-10-01,7,8,9,50,Reliable contributor with solid results and good collaboration.
485,2022-10-01,9,9,9,48,Highly engaged; drives initiatives and mentors peers effectively.
485,2023-10-01,7,8,6,54,Quality of work is strong; continue building cross‑functional partnerships.
485,2024-10-01,9,9,7,69,Good performance with growing influence across the team.
485,2025-10-01,6,6,8,-20,Engagement is steady; increase participation in reviews and retros.
486,2020-10-01,7,5,8,51,Works well with peers; develop deeper technical/role‑specific skills.
486,2021-10-01,9,6,6,-13,Positive attitude and dependable delivery on commitments.
486,2022-10-01,8,7,7,17,Positive attitude and dependable delivery on commitments.
486,2023-10-01,9,6,9,11,Good performance with growing influence across the team.
486,2024-10-01,7,6,6,-3,Solid foundation—set clearer milestones to improve predictability.
486,2025-10-01,6,6,9,-17,Shows steady progress and communicates effectively with stakeholders.
487,2023-10-01,9,7,6,69,Quality of work is strong; continue building cross‑functional partnerships.
487,2024-10-01,6,9,6,41,Positive attitude and dependable delivery on commitments.
487,2025-10-01,7,5,7,26,Solid foundation—set clearer milestones to improve predictability.
488,2021-10-01,7,5,7,-11,Engagement is steady; increase participation in reviews and retros.
488,2022-10-01,6,9,9,-1,Reliable contributor with solid results and good collaboration.
488,2023-10-01,7,8,7,47,Positive attitude and dependable delivery on commitments.
488,2024-02-16,9,5,5,20,Meets most expectations; focus on prioritization and follow‑through.
488,2025-10-01,8,8,9,23,Quality of work is strong; continue building cross‑functional partnerships.
489,2023-10-01,9,5,8,-6,Reliable contributor with solid results and good collaboration.
489,2024-10-01,7,5,6,57,Solid foundation—set clearer milestones to improve predictability.
489,2025-10-01,7,9,7,-19,Shows steady progress and communicates effectively with stakeholders.
490,2024-10-01,9,8,9,50,Outstanding performance with visible impact on team outcomes.
490,2025-05-26,7,10,3,2,Works well with peers; develop deeper technical/role‑specific skills.
491,2022-10-01,8,9,8,70,Positive attitude and dependable delivery on commitments.
491,2023-10-01,7,8,7,14,Quality of work is strong; continue building cross‑functional partnerships.
491,2024-10-01,6,9,9,-4,Good performance with growing influence across the team.
491,2025-10-01,7,8,6,8,Good performance with growing influence across the team.
492,2023-10-01,9,6,6,68,Reliable contributor with solid results and good collaboration.
492,2024-10-01,9,8,8,63,Quality of work is strong; continue building cross‑functional partnerships.
492,2025-10-01,9,8,7,-14,Shows steady progress and communicates effectively with stakeholders.
493,2023-10-01,8,8,7,14,Quality of work is strong; continue building cross‑functional partnerships.
493,2024-12-29,7,6,8,47,Reliable contributor with solid results and good collaboration.
493,2025-05-06,8,2,5,26,Solid foundation—set clearer milestones to improve predictability.
494,2021-10-01,6,5,6,26,Works well with peers; develop deeper technical/role‑specific skills.
494,2022-10-01,8,5,7,16,Meets most expectations; focus on prioritization and follow‑through.
494,2023-10-01,7,9,6,-12,Good performance with growing influence across the team.
494,2024-10-01,7,9,6,19,Shows steady progress and communicates effectively with stakeholders.
494,2025-10-01,7,9,7,61,Positive attitude and dependable delivery on commitments.
495,2020-10-01,6,6,8,-10,Works well with peers; develop deeper technical/role‑specific skills.
495,2021-10-01,6,9,9,-15,Quality of work is strong; continue building cross‑functional partnerships.
495,2022-10-01,6,7,6,19,Improve consistency and proactively flag risks earlier.
495,2023-10-01,6,7,8,30,Good performance with growing influence across the team.
495,2024-10-01,7,7,9,25,Quality of work is strong; continue building cross‑functional partnerships.
495,2025-10-01,7,5,8,32,Improve consistency and proactively flag risks earlier.
496,2021-10-01,6,9,7,-17,Shows steady progress and communicates effectively with stakeholders.
496,2022-10-01,9,8,6,17,Positive attitude and dependable delivery on commitments.
496,2023-10-01,7,6,9,-10,Shows steady progress and communicates effectively with stakeholders.
496,2024-10-01,6,6,7,67,Improve consistency and proactively flag risks earlier.
496,2025-10-01,7,6,8,37,Shows steady progress and communicates effectively with stakeholders.
497,2021-10-01,7,7,8,26,Quality of work is strong; continue building cross‑functional partnerships.
497,2022-10-01,9,5,9,10,Shows steady progress and communicates effectively with stakeholders.
497,2023-10-01,7,9,6,-1,Shows steady progress and communicates effectively with stakeholders.
497,2024-11-08,4,7,5,57,Improve consistency and proactively flag risks earlier.
497,2025-10-01,9,5,6,-2,Improve consistency and proactively flag risks earlier.
498,2023-10-01,8,9,6,43,Good performance with growing influence across the team.
498,2024-10-01,6,8,8,1,Quality of work is strong; continue building cross‑functional partnerships.
498,2025-10-01,8,6,6,15,Improve consistency and proactively flag risks earlier.
499,2023-10-01,8,7,6,-11,Reliable contributor with solid results and good collaboration.
499,2024-10-01,7,8,8,40,Reliable contributor with solid results and good collaboration.
499,2025-10-01,8,8,7,-5,Reliable contributor with solid results and good collaboration.
500,2020-10-01,9,5,8,16,Positive attitude and dependable delivery on commitments.
500,2021-10-01,9,8,7,36,Good performance with growing influence across the team.
500,2022-10-01,8,9,8,27,Reliable contributor with solid results and good collaboration.
500,2023-10-01,6,8,9,13,Good performance with growing influence across the team.
500,2024-04-09,6,7,3,19,Meets most expectations; focus on prioritization and follow‑through.
500,2025-10-01,6,9,6,11,Positive attitude and dependable delivery on commitments.
501,2022-10-01,6,6,6,17,Works well with peers; develop deeper technical/role‑specific skills.
501,2023-10-01,9,6,9,-11,Good performance with growing influence across the team.
501,2024-10-01,7,8,9,65,Quality of work is strong; continue building cross‑functional partnerships.
501,2025-10-01,6,7,9,39,Positive attitude and dependable delivery on commitments.
502,2020-10-01,9,5,6,3,Engagement is steady; increase participation in reviews and retros.
502,2021-10-01,6,8,9,5,Quality of work is strong; continue building cross‑functional partnerships.
502,2022-10-01,9,7,6,20,Positive attitude and dependable delivery on commitments.
502,2023-10-01,8,9,9,7,Outstanding performance with visible impact on team outcomes.
502,2024-10-01,9,5,8,38,Good performance with growing influence across the team.
502,2025-10-01,6,9,7,40,Quality of work is strong; continue building cross‑functional partnerships.
503,2024-10-01,7,6,8,52,Positive attitude and dependable delivery on commitments.
503,2025-10-01,6,9,9,-13,Shows steady progress and communicates effectively with stakeholders.
504,2025-10-01,8,8,9,7,Good performance with growing influence across the team.
505,2023-10-01,6,6,6,67,Improve consistency and proactively flag risks earlier.
505,2024-10-01,9,7,8,61,Reliable contributor with solid results and good collaboration.
505,2025-10-01,7,5,7,-12,Engagement is steady; increase participation in reviews and retros.
506,2021-10-01,8,8,6,18,Positive attitude and dependable delivery on commitments.
506,2022-10-01,9,8,7,65,Positive attitude and dependable delivery on commitments.
506,2023-10-01,8,6,6,-9,Engagement is steady; increase participation in reviews and retros.
506,2024-11-18,10,4,10,13,Reliable contributor with solid results and good collaboration.
506,2025-10-01,9,7,8,1,Good performance with growing influence across the team.
507,2024-10-01,7,7,9,41,Quality of work is strong; continue building cross‑functional partnerships.
507,2025-10-01,9,9,7,69,Positive attitude and dependable delivery on commitments.
508,2020-10-01,9,7,9,-19,Shows steady progress and communicates effectively with stakeholders.
508,2021-10-01,7,5,7,21,Solid foundation—set clearer milestones to improve predictability.
508,2022-10-01,8,5,7,38,Meets most expectations; focus on prioritization and follow‑through.
508,2023-10-01,7,8,8,-6,Good performance with growing influence across the team.
508,2024-12-15,6,8,7,-13,Positive attitude and dependable delivery on commitments.
508,2025-10-01,9,7,6,37,Quality of work is strong; continue building cross‑functional partnerships.
509,2020-10-01,7,8,6,-16,Reliable contributor with solid results and good collaboration.
509,2021-10-01,7,6,9,69,Reliable contributor with solid results and good collaboration.
509,2022-10-01,7,9,9,7,Shows steady progress and communicates effectively with stakeholders.
509,2023-10-01,8,6,7,66,Positive attitude and dependable delivery on commitments.
509,2024-06-16,8,10,8,-10,Highly engaged; drives initiatives and mentors peers effectively.
509,2025-03-07,4,7,10,53,Reliable contributor with solid results and good collaboration.
510,2021-10-01,6,7,8,-18,Quality of work is strong; continue building cross‑functional partnerships.
510,2022-10-01,8,7,6,69,Quality of work is strong; continue building cross‑functional partnerships.
510,2023-10-01,9,8,9,32,Highly engaged; drives initiatives and mentors peers effectively.
510,2024-10-01,8,7,9,46,Quality of work is strong; continue building cross‑functional partnerships.
510,2025-10-01,8,5,7,38,Improve consistency and proactively flag risks earlier.
511,2021-10-01,9,7,7,50,Good performance with growing influence across the team.
511,2022-10-01,7,9,9,28,Quality of work is strong; continue building cross‑functional partnerships.
511,2023-10-01,8,8,8,69,Shows steady progress and communicates effectively with stakeholders.
511,2024-10-01,6,5,6,-9,Works well with peers; develop deeper technical/role‑specific skills.
511,2025-10-01,6,9,9,-7,Positive attitude and dependable delivery on commitments.
512,2020-10-01,9,9,6,61,Good performance with growing influence across the team.
512,2021-10-01,9,9,6,65,Quality of work is strong; continue building cross‑functional partnerships.
512,2022-10-01,8,8,7,8,Quality of work is strong; continue building cross‑functional partnerships.
512,2023-10-01,9,9,9,-6,Outstanding performance with visible impact on team outcomes.
512,2024-10-01,7,8,6,24,Positive attitude and dependable delivery on commitments.
512,2025-07-16,10,4,8,-2,Positive attitude and dependable delivery on commitments.
513,2022-10-01,9,8,9,-20,Outstanding performance with visible impact on team outcomes.
513,2023-10-01,8,6,8,14,Positive attitude and dependable delivery on commitments.
513,2024-08-29,4,6,5,30,Works well with peers; develop deeper technical/role‑specific skills.
513,2025-10-01,8,7,9,66,Quality of work is strong; continue building cross‑functional partnerships.
514,2024-05-15,7,4,5,26,Solid foundation—set clearer milestones to improve predictability.
514,2025-10-01,7,5,9,-16,Quality of work is strong; continue building cross‑functional partnerships.
515,2022-10-01,6,5,7,27,Solid foundation—set clearer milestones to improve predictability.
515,2023-10-01,8,7,7,53,Shows steady progress and communicates effectively with stakeholders.
515,2024-10-01,9,6,9,4,Good performance with growing influence across the team.
515,2025-08-16,9,8,5,38,Shows steady progress and communicates effectively with stakeholders.
516,2023-10-01,9,5,9,-4,Good performance with growing influence across the team.
516,2024-10-01,9,6,9,20,Shows steady progress and communicates effectively with stakeholders.
516,2025-05-13,8,7,8,-25,Reliable contributor with solid results and good collaboration.
517,2021-10-01,7,8,7,-8,Quality of work is strong; continue building cross‑functional partnerships.
517,2022-10-01,7,9,6,60,Shows steady progress and communicates effectively with stakeholders.
517,2023-10-01,9,7,7,21,Good performance with growing influence across the team.
517,2024-03-25,10,6,6,-37,Positive attitude and dependable delivery on commitments.
517,2025-10-01,7,5,6,-17,Solid foundation—set clearer milestones to improve predictability.
518,2020-10-01,9,5,7,-17,Shows steady progress and communicates effectively with stakeholders.
518,2021-10-01,6,9,9,-17,Shows steady progress and communicates effectively with stakeholders.
518,2022-10-01,7,8,8,3,Shows steady progress and communicates effectively with stakeholders.
518,2023-10-01,7,6,8,4,Positive attitude and dependable delivery on commitments.
518,2024-10-01,7,8,8,64,Reliable contributor with solid results and good collaboration.
518,2025-10-01,6,7,6,-2,Improve consistency and proactively flag risks earlier.
519,2021-10-01,6,9,6,-6,Positive attitude and dependable delivery on commitments.
519,2022-10-01,9,9,6,-7,Positive attitude and dependable delivery on commitments.
519,2023-10-01,7,7,8,3,Shows steady progress and communicates effectively with stakeholders.
519,2024-10-01,6,5,9,26,Engagement is steady; increase participation in reviews and retros.
519,2025-10-01,7,8,6,42,Good performance with growing influence across the team.
520,2020-10-01,6,8,6,42,Works well with peers; develop deeper technical/role‑specific skills.
520,2021-10-01,6,6,9,28,Positive attitude and dependable delivery on commitments.
520,2022-10-01,8,8,7,3,Quality of work is strong; continue building cross‑functional partnerships.
520,2023-10-01,8,5,7,64,Works well with peers; develop deeper technical/role‑specific skills.
520,2024-02-08,5,5,5,42,Engagement is steady; increase participation in reviews and retros.
520,2025-10-01,6,5,8,24,Engagement is steady; increase participation in reviews and retros.
521,2023-10-01,9,9,6,0,Reliable contributor with solid results and good collaboration.
521,2024-07-06,4,9,4,3,Solid foundation—set clearer milestones to improve predictability.
521,2025-10-01,8,5,7,57,Meets most expectations; focus on prioritization and follow‑through.
522,2025-10-01,6,9,6,46,Shows steady progress and communicates effectively with stakeholders.
523,2025-10-01,7,6,8,-6,Reliable contributor with solid results and good collaboration.
524,2024-10-01,7,5,8,-3,Improve consistency and proactively flag risks earlier.
524,2025-10-01,7,5,7,14,Works well with peers; develop deeper technical/role‑specific skills.
525,2020-10-01,8,8,7,-9,Positive attitude and dependable delivery on commitments.
525,2021-10-01,8,9,8,39,Reliable contributor with solid results and good collaboration.
525,2022-10-01,9,8,9,4,Exhibits strong leadership and proactive problem solving.
525,2023-10-01,8,6,7,67,Quality of work is strong; continue building cross‑functional partnerships.
525,2024-10-01,8,8,6,54,Quality of work is strong; continue building cross‑functional partnerships.
525,2025-01-24,8,8,4,64,Works well with peers; develop deeper technical/role‑specific skills.
526,2023-10-01,8,6,7,42,Quality of work is strong; continue building cross‑functional partnerships.
526,2024-10-01,9,8,9,56,Highly engaged; drives initiatives and mentors peers effectively.
526,2025-10-01,8,7,6,57,Good performance with growing influence across the team.
527,2025-03-31,9,7,8,-6,Quality of work is strong; continue building cross‑functional partnerships.
528,2024-10-01,9,8,7,52,Quality of work is strong; continue building cross‑functional partnerships.
528,2025-08-15,7,8,5,31,Meets most expectations; focus on prioritization and follow‑through.
529,2022-10-01,8,7,6,37,Positive attitude and dependable delivery on commitments.
529,2023-10-01,7,5,8,55,Meets most expectations; focus on prioritization and follow‑through.
529,2024-10-01,9,7,8,30,Quality of work is strong; continue building cross‑functional partnerships.
529,2025-10-01,6,5,7,21,Engagement is steady; increase participation in reviews and retros.
530,2023-10-01,9,6,8,11,Shows steady progress and communicates effectively with stakeholders.
530,2024-10-01,6,6,8,27,Engagement is steady; increase participation in reviews and retros.
530,2025-10-01,7,7,6,-19,Engagement is steady; increase participation in reviews and retros.
531,2024-12-20,6,7,8,40,Good performance with growing influence across the team.
531,2025-07-02,8,2,5,6,Improve consistency and proactively flag risks earlier.
532,2024-04-18,7,5,4,-6,Works well with peers; develop deeper technical/role‑specific skills.
532,2025-08-04,6,4,8,24,Works well with peers; develop deeper technical/role‑specific skills.
533,2020-10-01,8,5,8,7,Quality of work is strong; continue building cross‑functional partnerships.
533,2021-10-01,9,9,8,9,Highly engaged; drives initiatives and mentors peers effectively.
533,2022-10-01,6,8,8,57,Positive attitude and dependable delivery on commitments.
533,2023-10-01,7,9,7,-7,Positive attitude and dependable delivery on commitments.
533,2024-10-01,8,9,6,53,Reliable contributor with solid results and good collaboration.
533,2025-10-01,9,8,8,20,Positive attitude and dependable delivery on commitments.
534,2025-10-01,7,6,6,43,Engagement is steady; increase participation in reviews and retros.
535,2020-10-01,9,5,8,33,Quality of work is strong; continue building cross‑functional partnerships.
535,2021-10-01,6,5,9,1,Solid foundation—set clearer milestones to improve predictability.
535,2022-10-01,8,9,9,10,Outstanding performance with visible impact on team outcomes.
535,2023-10-01,6,7,6,62,Improve consistency and proactively flag risks earlier.
535,2024-05-29,7,6,6,46,Works well with peers; develop deeper technical/role‑specific skills.
535,2025-10-01,6,8,8,-4,Positive attitude and dependable delivery on commitments.
536,2021-10-01,9,5,6,23,Engagement is steady; increase participation in reviews and retros.
536,2022-10-01,6,5,9,-8,Engagement is steady; increase participation in reviews and retros.
536,2023-10-01,9,7,8,20,Positive attitude and dependable delivery on commitments.
536,2024-10-02,5,8,7,-16,Meets most expectations; focus on prioritization and follow‑through.
536,2025-10-01,8,8,6,51,Reliable contributor with solid results and good collaboration.
537,2025-10-01,8,8,6,30,Shows steady progress and communicates effectively with stakeholders.
538,2022-10-01,8,8,9,62,Quality of work is strong; continue building cross‑functional partnerships.
538,2023-10-01,6,7,6,-17,Improve consistency and proactively flag risks earlier.
538,2024-10-01,7,5,6,-3,Works well with peers; develop deeper technical/role‑specific skills.
538,2025-10-01,6,7,9,8,Quality of work is strong; continue building cross‑functional partnerships.
539,2021-10-01,7,5,7,27,Works well with peers; develop deeper technical/role‑specific skills.
539,2022-10-01,6,5,8,-15,Works well with peers; develop deeper technical/role‑specific skills.
539,2023-10-01,6,5,8,-11,Engagement is steady; increase participation in reviews and retros.
539,2024-10-01,8,7,9,14,Positive attitude and dependable delivery on commitments.
539,2025-10-01,7,6,9,-5,Quality of work is strong; continue building cross‑functional partnerships.
540,2023-10-01,7,7,7,54,Positive attitude and dependable delivery on commitments.
540,2024-10-01,9,8,6,46,Quality of work is strong; continue building cross‑functional partnerships.
540,2025-10-01,7,9,9,64,Good performance with growing influence across the team.
541,2023-10-01,9,7,8,41,Good performance with growing influence across the team.
541,2024-05-20,8,4,6,33,Solid foundation—set clearer milestones to improve predictability.
541,2025-10-01,7,5,8,17,Solid foundation—set clearer milestones to improve predictability.
542,2022-10-01,6,7,7,64,Improve consistency and proactively flag risks earlier.
542,2023-10-01,7,5,6,43,Improve consistency and proactively flag risks earlier.
542,2024-10-01,6,6,6,65,Meets most expectations; focus on prioritization and follow‑through.
542,2025-01-18,6,7,7,32,Improve consistency and proactively flag risks earlier.
543,2022-10-01,7,8,9,4,Shows steady progress and communicates effectively with stakeholders.
543,2023-10-01,9,5,8,6,Quality of work is strong; continue building cross‑functional partnerships.
543,2024-10-01,8,7,9,63,Reliable contributor with solid results and good collaboration.
543,2025-05-12,8,8,9,-3,Shows steady progress and communicates effectively with stakeholders.
544,2025-10-01,7,9,6,-4,Shows steady progress and communicates effectively with stakeholders.
545,2021-10-01,7,7,9,37,Positive attitude and dependable delivery on commitments.
545,2022-10-01,7,8,7,-12,Reliable contributor with solid results and good collaboration.
545,2023-10-01,8,8,7,67,Reliable contributor with solid results and good collaboration.
545,2024-10-01,8,9,6,-2,Reliable contributor with solid results and good collaboration.
545,2025-10-01,9,5,6,10,Solid foundation—set clearer milestones to improve predictability.
546,2020-10-01,6,8,7,14,Good performance with growing influence across the team.
546,2021-10-01,6,8,9,25,Reliable contributor with solid results and good collaboration.
546,2022-10-01,8,5,6,25,Meets most expectations; focus on prioritization and follow‑through.
546,2023-10-01,9,6,7,30,Positive attitude and dependable delivery on commitments.
546,2024-10-01,9,9,8,-14,Highly engaged; drives initiatives and mentors peers effectively.
546,2025-10-01,9,7,8,-8,Reliable contributor with solid results and good collaboration.
547,2021-10-01,6,8,9,4,Reliable contributor with solid results and good collaboration.
547,2022-10-01,8,6,9,2,Quality of work is strong; continue building cross‑functional partnerships.
547,2023-10-01,8,9,9,46,Highly engaged; drives initiatives and mentors peers effectively.
547,2024-10-01,9,5,6,62,Improve consistency and proactively flag risks earlier.
547,2025-08-07,5,7,9,15,Reliable contributor with solid results and good collaboration.
548,2020-10-01,7,5,7,-6,Solid foundation—set clearer milestones to improve predictability.
548,2021-10-01,6,5,8,10,Works well with peers; develop deeper technical/role‑specific skills.
548,2022-10-01,6,9,6,15,Shows steady progress and communicates effectively with stakeholders.
548,2023-10-01,7,9,9,30,Shows steady progress and communicates effectively with stakeholders.
548,2024-06-05,4,7,5,-33,Works well with peers; develop deeper technical/role‑specific skills.
548,2025-10-01,9,5,7,68,Positive attitude and dependable delivery on commitments.
549,2024-10-01,8,8,7,1,Shows steady progress and communicates effectively with stakeholders.
549,2025-10-01,7,7,8,70,Shows steady progress and communicates effectively with stakeholders.
550,2021-10-01,8,5,6,3,Engagement is steady; increase participation in reviews and retros.
550,2022-10-01,9,7,7,1,Shows steady progress and communicates effectively with stakeholders.
550,2023-10-01,8,5,7,3,Meets most expectations; focus on prioritization and follow‑through.
550,2024-10-01,8,8,7,-19,Reliable contributor with solid results and good collaboration.
550,2025-10-01,9,8,8,-18,Quality of work is strong; continue building cross‑functional partnerships.
551,2020-10-01,7,7,6,1,Works well with peers; develop deeper technical/role‑specific skills.
551,2021-10-01,6,9,8,40,Positive attitude and dependable delivery on commitments.
551,2022-10-01,6,8,7,40,Positive attitude and dependable delivery on commitments.
551,2023-10-01,6,5,6,52,Engagement is steady; increase participation in reviews and retros.
551,2024-11-07,5,8,6,27,Works well with peers; develop deeper technical/role‑specific skills.
551,2025-10-01,8,6,7,-2,Good performance with growing influence across the team.
552,2021-10-01,6,5,8,22,Solid foundation—set clearer milestones to improve predictability.
552,2022-10-01,9,8,8,49,Shows steady progress and communicates effectively with stakeholders.
552,2023-10-01,8,8,8,26,Good performance with growing influence across the team.
552,2024-10-01,9,5,8,18,Shows steady progress and communicates effectively with stakeholders.
552,2025-03-22,7,7,5,22,Engagement is steady; increase participation in reviews and retros.
553,2021-10-01,8,9,9,-6,Highly engaged; drives initiatives and mentors peers effectively.
553,2022-10-01,8,9,6,-2,Positive attitude and dependable delivery on commitments.
553,2023-10-01,9,6,7,25,Good performance with growing influence across the team.
553,2024-10-01,9,5,7,53,Positive attitude and dependable delivery on commitments.
553,2025-10-01,9,7,7,-9,Good performance with growing influence across the team.
554,2024-12-09,6,10,5,47,Good performance with growing influence across the team.
554,2025-10-01,7,8,6,15,Quality of work is strong; continue building cross‑functional partnerships.
555,2021-10-01,9,9,7,13,Quality of work is strong; continue building cross‑functional partnerships.
555,2022-10-01,8,7,9,55,Positive attitude and dependable delivery on commitments.
555,2023-10-01,9,7,8,4,Good performance with growing influence across the team.
555,2024-10-01,6,9,8,58,Shows steady progress and communicates effectively with stakeholders.
555,2025-10-01,6,8,9,52,Reliable contributor with solid results and good collaboration.
556,2021-10-01,8,7,6,-19,Positive attitude and dependable delivery on commitments.
556,2022-10-01,9,6,9,67,Quality of work is strong; continue building cross‑functional partnerships.
556,2023-10-01,7,9,8,59,Quality of work is strong; continue building cross‑functional partnerships.
556,2024-10-01,7,7,9,16,Positive attitude and dependable delivery on commitments.
556,2025-10-01,6,7,6,38,Works well with peers; develop deeper technical/role‑specific skills.
557,2020-10-01,6,6,8,55,Improve consistency and proactively flag risks earlier.
557,2021-10-01,6,5,9,19,Works well with peers; develop deeper technical/role‑specific skills.
557,2022-10-01,6,8,8,64,Reliable contributor with solid results and good collaboration.
557,2023-10-01,6,5,8,-3,Meets most expectations; focus on prioritization and follow‑through.
557,2024-10-01,8,7,7,-9,Good performance with growing influence across the team.
557,2025-10-01,8,6,7,35,Shows steady progress and communicates effectively with stakeholders.
558,2024-10-01,6,7,7,-16,Works well with peers; develop deeper technical/role‑specific skills.
558,2025-10-01,9,7,7,66,Quality of work is strong; continue building cross‑functional partnerships.
559,2024-10-01,9,8,9,-8,Exhibits strong leadership and proactive problem solving.
559,2025-10-01,8,7,8,2,Good performance with growing influence across the team.
560,2025-07-25,8,6,5,44,Meets most expectations; focus on prioritization and follow‑through.
561,2025-10-01,9,7,7,67,Positive attitude and dependable delivery on commitments.
562,2022-10-01,7,7,7,33,Positive attitude and dependable delivery on commitments.
562,2023-10-01,7,7,8,-10,Quality of work is strong; continue building cross‑functional partnerships.
562,2024-07-11,7,7,3,-29,Meets most expectations; focus on prioritization and follow‑through.
562,2025-10-01,8,9,9,49,Exhibits strong leadership and proactive problem solving.
563,2020-10-01,7,8,9,-8,Quality of work is strong; continue building cross‑functional partnerships.
563,2021-10-01,7,9,9,68,Good performance with growing influence across the team.
563,2022-10-01,8,9,8,39,Shows steady progress and communicates effectively with stakeholders.
563,2023-10-01,8,8,9,33,Reliable contributor with solid results and good collaboration.
563,2024-10-01,9,8,6,51,Good performance with growing influence across the team.
563,2025-10-01,6,8,6,-3,Works well with peers; develop deeper technical/role‑specific skills.
564,2020-10-01,8,6,8,-4,Shows steady progress and communicates effectively with stakeholders.
564,2021-10-01,8,5,9,-4,Positive attitude and dependable delivery on commitments.
564,2022-10-01,9,5,9,46,Good performance with growing influence across the team.
564,2023-10-01,9,5,6,-13,Solid foundation—set clearer milestones to improve predictability.
564,2024-10-01,8,5,8,56,Positive attitude and dependable delivery on commitments.
564,2025-10-01,6,7,9,68,Shows steady progress and communicates effectively with stakeholders.
565,2020-10-01,8,5,6,54,Improve consistency and proactively flag risks earlier.
565,2021-10-01,6,6,7,51,Solid foundation—set clearer milestones to improve predictability.
565,2022-10-01,9,6,7,66,Positive attitude and dependable delivery on commitments.
565,2023-10-01,7,7,8,-20,Shows steady progress and communicates effectively with stakeholders.
565,2024-10-01,9,9,7,-6,Quality of work is strong; continue building cross‑functional partnerships.
565,2025-10-01,6,5,7,57,Meets most expectations; focus on prioritization and follow‑through.
566,2023-10-01,6,9,6,11,Positive attitude and dependable delivery on commitments.
566,2024-10-01,7,5,9,-17,Shows steady progress and communicates effectively with stakeholders.
566,2025-10-01,9,8,6,-5,Good performance with growing influence across the team.
567,2020-10-01,8,8,9,3,Good performance with growing influence across the team.
567,2021-10-01,7,9,8,58,Quality of work is strong; continue building cross‑functional partnerships.
567,2022-10-01,9,9,6,35,Quality of work is strong; continue building cross‑functional partnerships.
567,2023-10-01,7,5,7,-2,Engagement is steady; increase participation in reviews and retros.
567,2024-10-01,7,6,7,40,Works well with peers; develop deeper technical/role‑specific skills.
567,2025-10-01,9,7,8,65,Positive attitude and dependable delivery on commitments.
568,2021-10-01,6,9,9,27,Shows steady progress and communicates effectively with stakeholders.
568,2022-10-01,8,8,9,69,Reliable contributor with solid results and good collaboration.
568,2023-10-01,6,8,9,34,Shows steady progress and communicates effectively with stakeholders.
568,2024-10-01,7,5,8,38,Improve consistency and proactively flag risks earlier.
568,2025-10-01,6,9,9,-19,Quality of work is strong; continue building cross‑functional partnerships.
569,2023-10-01,8,5,9,-15,Reliable contributor with solid results and good collaboration.
569,2024-10-01,8,6,9,38,Positive attitude and dependable delivery on commitments.
569,2025-06-13,5,8,5,54,Engagement is steady; increase participation in reviews and retros.
570,2020-10-01,8,5,7,25,Solid foundation—set clearer milestones to improve predictability.
570,2021-10-01,7,7,9,45,Quality of work is strong; continue building cross‑functional partnerships.
570,2022-10-01,6,6,7,25,Engagement is steady; increase participation in reviews and retros.
570,2023-10-01,8,8,7,15,Positive attitude and dependable delivery on commitments.
570,2024-10-01,8,8,6,62,Shows steady progress and communicates effectively with stakeholders.
570,2025-10-01,9,8,9,57,Demonstrates exceptional ownership and delivers high‑quality work.
